artwork_type_title,style_title,id,image_id,title,search_term,file_name
Painting,Impressionism,25865,5dca7347-c6dc-24dd-d073-d705b9cdc575,The Herring Net,Impressionism,5dca7347-c6dc-24dd-d073-d705b9cdc575.jpg
Painting,Impressionism,20684,f8fd76e9-c396-5678-36ed-6a348c904d27,Paris Street; Rainy Day,Impressionism,f8fd76e9-c396-5678-36ed-6a348c904d27.jpg
Painting,Post-Impressionism,27962,caf7fb08-39ef-7bd8-b81a-181ee31cc324,"James Vibert, Sculptor",Impressionism,caf7fb08-39ef-7bd8-b81a-181ee31cc324.jpg
Painting,Impressionism,72801,3ae75415-0551-ae17-c478-3b8687a6f246,Icebound,Impressionism,3ae75415-0551-ae17-c478-3b8687a6f246.jpg
Painting,Impressionism,110879,59221fa2-45f9-5674-4fbd-9da3eb648d68,Mrs. Charles Gifford Dyer (Mary Anthony),Impressionism,59221fa2-45f9-5674-4fbd-9da3eb648d68.jpg
Painting,Impressionism,16568,3c27b499-af56-f0d5-93b5-a7f2f1ad5813,Water Lilies,Impressionism,3c27b499-af56-f0d5-93b5-a7f2f1ad5813.jpg
Painting,Impressionism,109780,18ab0c35-e35c-0216-9afd-f93357920db1,Love of Winter,Impressionism,18ab0c35-e35c-0216-9afd-f93357920db1.jpg
Painting,Impressionism,9320,9b82ab4a-abee-0f04-5a4f-1fd4039ac341,My Mother,Impressionism,9b82ab4a-abee-0f04-5a4f-1fd4039ac341.jpg
Painting,Arts of the Americas,71564,c477bcd1-8fd2-b164-7d63-f9d10cc2993c,Autumn,Impressionism,c477bcd1-8fd2-b164-7d63-f9d10cc2993c.jpg
Painting,Post-Impressionism,144361,8b4abeed-c22b-1477-1e76-b303ac1415d1,Earthly Paradise,Impressionism,8b4abeed-c22b-1477-1e76-b303ac1415d1.jpg
Painting,Impressionism,110761,8cdc812d-5db0-63a1-8579-eb64fc6884ca,Venetian Glass Workers,Impressionism,8cdc812d-5db0-63a1-8579-eb64fc6884ca.jpg
Painting,Post-Impressionism,122130,43fcfad0-8256-4923-9f9c-03ca90417907,"Les Andelys, Côte d'Aval",Impressionism,43fcfad0-8256-4923-9f9c-03ca90417907.jpg
Painting,Impressionism,29392,db370ca6-29bc-af9e-bc57-1d3126076d0e,Boy with Pitcher (La Régalade),Impressionism,db370ca6-29bc-af9e-bc57-1d3126076d0e.jpg
Painting,Post-Impressionism,100476,16e53257-ade2-4f5d-3521-2bc9666bc4cf,Beach at Cabasson (Baigne-Cul),Impressionism,16e53257-ade2-4f5d-3521-2bc9666bc4cf.jpg
Painting,Post-Impressionism,111436,52ac8996-3460-cf71-cb42-5c4d0aa29b74,The Basket of Apples,Impressionism,52ac8996-3460-cf71-cb42-5c4d0aa29b74.jpg
Painting,Impressionism,110661,eb2cd58f-db63-0236-cebd-7ca8e63eda54,Self-Portrait,Impressionism,eb2cd58f-db63-0236-cebd-7ca8e63eda54.jpg
Painting,Post-Impressionism,87643,46ff0699-8905-a7d7-92f3-5210c2cc5e51,The Two Disciples at the Tomb,Impressionism,46ff0699-8905-a7d7-92f3-5210c2cc5e51.jpg
Painting,Post-Impressionism,20199,1db67905-d421-95bf-1e91-4b60dd776886,"Final Study for ""Bathers at Asnières""",Impressionism,1db67905-d421-95bf-1e91-4b60dd776886.jpg
Painting,Impressionism,64479,8c92737a-9766-eb66-d0b2-1f042b219674,Rainy Day,Impressionism,8c92737a-9766-eb66-d0b2-1f042b219674.jpg
Painting,Impressionism,15401,b146368d-a855-63ac-6115-04b835c60bb0,At Mouquin's,Impressionism,b146368d-a855-63ac-6115-04b835c60bb0.jpg
Painting,Impressionism,6005,3d950ecc-73f4-c28a-f216-0940b23fa5e8,The Banks of the Marne in Winter,Impressionism,3d950ecc-73f4-c28a-f216-0940b23fa5e8.jpg
Painting,Impressionism,69998,7c6f8018-34b3-7443-243c-025e9e0dabeb,The Commode,Impressionism,7c6f8018-34b3-7443-243c-025e9e0dabeb.jpg
Painting,Impressionism,14624,4c364c64-2108-4e19-5fc5-1ab26ba924a7,"Stacks of Wheat (End of Day, Autumn)",Impressionism,4c364c64-2108-4e19-5fc5-1ab26ba924a7.jpg
Painting,Impressionism,87088,8534685d-1102-e1e3-e194-94f6e925e8b0,Water Lily Pond,Impressionism,8534685d-1102-e1e3-e194-94f6e925e8b0.jpg
Painting,Impressionism,14572,6f513908-03cc-b974-633b-adfce56b7936,The Millinery Shop,Impressionism,6f513908-03cc-b974-633b-adfce56b7936.jpg
Painting,Impressionism,16571,0f1cc0e0-e42e-be16-3f71-2022da38cb93,"Arrival of the Normandy Train, Gare Saint-Lazare",Impressionism,0f1cc0e0-e42e-be16-3f71-2022da38cb93.jpg
Painting,Post-Impressionism,79349,d0ff5b36-bb38-b156-6042-5c8545352c2f,The Drinkers,Impressionism,d0ff5b36-bb38-b156-6042-5c8545352c2f.jpg
Painting,Impressionism,16564,838d8c33-a3b4-68ea-587b-87ceec2011af,Branch of the Seine near Giverny (Mist),Impressionism,838d8c33-a3b4-68ea-587b-87ceec2011af.jpg
Painting,Impressionism,25812,38636be8-f1bc-c451-ae65-c441919bd0c3,Bullfight,Impressionism,38636be8-f1bc-c451-ae65-c441919bd0c3.jpg
Painting,Post-Impressionism,154235,d7df2633-3b40-f570-c906-211503a37cde,The Girl by the Window,Impressionism,d7df2633-3b40-f570-c906-211503a37cde.jpg
Painting,Impressionism,81535,8be90e71-83c3-3f98-a972-4acb9ce0e773,"Sea View, Calm Weather (Vue de mer, temps calme)",Impressionism,8be90e71-83c3-3f98-a972-4acb9ce0e773.jpg
Painting,19th century,191564,527417cf-28b5-45f0-8afe-20af0dcc1418,"Standing Bather, Seen from the Back",Impressionism,527417cf-28b5-45f0-8afe-20af0dcc1418.jpg
Painting,Impressionism,154121,0274aa9e-95d1-2a8e-12e3-2b09d7749b4f,Calf's Head and Ox Tongue,Impressionism,0274aa9e-95d1-2a8e-12e3-2b09d7749b4f.jpg
Painting,Impressionism,11723,78c80988-6524-cec7-c661-a4c0a706d06f,Woman at Her Toilette,Impressionism,78c80988-6524-cec7-c661-a4c0a706d06f.jpg
Painting,Post-Impressionism,80607,26d3cea8-44c0-bfbd-a91a-19a007517152,Self-Portrait,Impressionism,26d3cea8-44c0-bfbd-a91a-19a007517152.jpg
Painting,Impressionism,44017,c4648834-49dd-3589-6ac3-66d41fd574ef,Landscape at Chailly,Impressionism,c4648834-49dd-3589-6ac3-66d41fd574ef.jpg
Painting,Impressionism,64818,a38e2828-ec6f-ece1-a30f-70243449197b,Stacks of Wheat (End of Summer),Impressionism,a38e2828-ec6f-ece1-a30f-70243449197b.jpg
Painting,Impressionism,103139,6f61a6fc-dcd8-e801-0ad8-5f7e561d91b6,"Waterloo Bridge, Gray Weather",Impressionism,6f61a6fc-dcd8-e801-0ad8-5f7e561d91b6.jpg
Painting,Post-Impressionism,65811,2e6d6a89-61bd-5098-59d3-b41d14bf7973,The Plate of Apples,Impressionism,2e6d6a89-61bd-5098-59d3-b41d14bf7973.jpg
Painting,Post-Impressionism,28560,25c31d8d-21a4-9ea1-1d73-6a2eca4dda7e,The Bedroom,Impressionism,25c31d8d-21a4-9ea1-1d73-6a2eca4dda7e.jpg
Painting,Post-Impressionism,16487,d4ca6321-8656-3d3f-a362-2ee297b2b813,"The Bay of Marseille, Seen from L'Estaque",Impressionism,d4ca6321-8656-3d3f-a362-2ee297b2b813.jpg
Painting,Impressionism,14620,b0effb1c-ff23-bbaa-f809-9fd94e31c1a0,Cliff Walk at Pourville,Impressionism,b0effb1c-ff23-bbaa-f809-9fd94e31c1a0.jpg
Painting,Impressionism,111318,27c1d720-8ca5-79a4-5e51-530bf75c1591,Stack of Wheat,Impressionism,27c1d720-8ca5-79a4-5e51-530bf75c1591.jpg
Painting,Impressionism,20545,2765aee9-3d78-ec6c-5c66-a1d9dc8173f6,"Rocks at Port-Goulphar, Belle-Île",Impressionism,2765aee9-3d78-ec6c-5c66-a1d9dc8173f6.jpg
Painting,Post-Impressionism,9148,43249182-2ef0-8d18-3d32-0b9af3606ed3,Ballet Dancers,Impressionism,43249182-2ef0-8d18-3d32-0b9af3606ed3.jpg
Painting,Impressionism,20535,350b7e7f-e1d8-e58b-8890-0ef6b04afe18,Étretat: The Beach and the Falaise d'Amont,Impressionism,350b7e7f-e1d8-e58b-8890-0ef6b04afe18.jpg
Painting,Impressionism,14574,ba4d7ead-bd10-e02d-6f5f-613050d7062e,Henri Degas and His Niece Lucie Degas (The Artist's Uncle and Cousin),Impressionism,ba4d7ead-bd10-e02d-6f5f-613050d7062e.jpg
Painting,Post-Impressionism,61128,defb4004-b500-218d-3d9b-9a02423f097d,At the Moulin Rouge,Impressionism,defb4004-b500-218d-3d9b-9a02423f097d.jpg
Painting,Impressionism,27764,04cb7292-b20b-b313-2c08-19e685b70e7e,Approaching Storm,Impressionism,04cb7292-b20b-b313-2c08-19e685b70e7e.jpg
Painting,Impressionism,97933,7a23ad22-2044-6d7d-6315-9b101dadc559,Water Lily Pond,Impressionism,7a23ad22-2044-6d7d-6315-9b101dadc559.jpg
Painting,Impressionism,4887,1f925e43-ff81-5ad7-da75-b28ea651c09f,Irises,Impressionism,1f925e43-ff81-5ad7-da75-b28ea651c09f.jpg
Painting,Impressionism,81537,4d1b3ad0-14db-0d21-ad9f-17abb8bdfbb5,Bordighera,Impressionism,4d1b3ad0-14db-0d21-ad9f-17abb8bdfbb5.jpg
Painting,Impressionism,4783,db94c894-a24c-c2e0-9db9-0506567a0152,Poppy Field (Giverny),Impressionism,db94c894-a24c-c2e0-9db9-0506567a0152.jpg
Painting,Impressionism,81557,caf4fa39-e2e8-344a-542c-2d9a03ec9d4b,Seascape,Impressionism,caf4fa39-e2e8-344a-542c-2d9a03ec9d4b.jpg
Painting,Impressionism,90903,79b12530-6b59-0992-322d-149cf05d4ee5,"Two Sisters, Valencia",Impressionism,79b12530-6b59-0992-322d-149cf05d4ee5.jpg
Painting,Post-Impressionism,62371,4822cd01-44ac-041a-36b8-c0542377b750,Madame Cezanne in a Yellow Chair,Impressionism,4822cd01-44ac-041a-36b8-c0542377b750.jpg
Painting,Impressionism,75507,85d05bad-1205-6de5-e75c-ec9113a626ab,Still Life: Corner of a Table,Impressionism,85d05bad-1205-6de5-e75c-ec9113a626ab.jpg
Painting,Impressionism,100191,8bd40b36-43ea-8b02-d76a-b325962b86db,"Stack of Wheat (Thaw, Sunset)",Impressionism,8bd40b36-43ea-8b02-d76a-b325962b86db.jpg
